qw,qx,qy,qz,Gyro_Time (ns)
0.9765930798781204,0.16136682091277774,-0.13890108629430545,-0.030550883729470058,1551915473013160.0
0.9750767434361588,0.1637853686764033,-0.14414274119844317,-0.040280819602375326,1551915507426546.0
0.9740853374084878,0.16105720145636096,-0.15277090310146432,-0.04335317439031678,1551915539385869.0
0.9739656363044392,0.15661312114595846,-0.1565869151556242,-0.04841348707761386,1551915573807066.0
0.9725664518761342,0.16084563696188728,-0.16039360984458875,-0.050169520855369985,1551915608221233.0
0.9706634297856644,0.16703992294945055,-0.16636305090994627,-0.04726005351225321,1551915640179046.0
0.9698217060365067,0.16799313225343404,-0.17099615326581835,-0.04454642501095416,1551915674601910.0
0.969727445476996,0.16788193205439056,-0.17174096897512212,-0.044152557638014366,1551915706560921.0
0.9689367857515843,0.17226816838092365,-0.1721817621859003,-0.04287846414344581,1551915740977796.0
0.9684702161431852,0.17668549572462658,-0.1704987487929577,-0.04216477394977065,1551915772932848.0
0.9687614311383966,0.17675268183793674,-0.16894604505176922,-0.04143934352140684,1551915807354723.0
0.9693778789903222,0.17539414568604955,-0.1674695848827156,-0.038697050088029136,1551915839309098.0
0.9696244020222514,0.17623935982047176,-0.16548304797066052,-0.037196032261329545,1551915873731650.0
0.9695781562342956,0.17647875788184048,-0.1655051760462178,-0.0371690926059612,1551915908146441.0
0.9696454801677354,0.17457827566264572,-0.166939703587691,-0.03796392427881749,1551915940103629.0
0.9699453378531829,0.17284885309428058,-0.1655129899759428,-0.04398745205895445,1551915974524983.0
0.970534834187995,0.16905266657359558,-0.16382819795971654,-0.051418395197932086,1551916006484462.0
0.9716390170226403,0.1618986753157309,-0.16379547084114288,-0.05364354595632375,1551916040897691.0
0.9716652720168542,0.16017097933812852,-0.16522746925618967,-0.0539612961926504,1551916072860764.0
0.9708592124486702,0.1624486941899569,-0.16701818969979673,-0.05610607562724862,1551916107274671.0
0.9712530526632115,0.16067030870968438,-0.16587593277539467,-0.057774134025292447,1551916141692066.0
0.9720708844211836,0.15741572506624313,-0.16371469562614036,-0.059127944679319124,1551916173651077.0
0.972097622177694,0.15831281790601648,-0.1635703880616836,-0.05664008318516115,1551916208071441.0
0.9713539158257052,0.16373564552114464,-0.1638306835101641,-0.05311978643151841,1551916240026910.0
0.9708610097784766,0.16793197443069413,-0.16388836639207502,-0.04866704877357716,1551916274450035.0
0.970647754601102,0.16938555294505123,-0.1648754273368299,-0.04435821520791065,1551916306409150.0
0.9701053777121453,0.1733379149646367,-0.16413546792507253,-0.04369473242384212,1551916340825921.0
0.9690685233276304,0.17991794192857277,-0.1632375976202279,-0.043465468357644345,1551916372785869.0
0.9679016695081218,0.18639842948476965,-0.16310216183277923,-0.04265796363703164,1551916407199983.0
0.9673747598168967,0.19080364669837654,-0.16050925512477962,-0.04491035576806198,1551916441620973.0
0.9670890093820511,0.19608736440963492,-0.15481705702773785,-0.04817101271527377,1551916473580087.0
0.9662871286787139,0.20351552374225765,-0.1494118687169787,-0.05046651589217204,1551916507994879.0
0.9650239166227246,0.2107501361970075,-0.14773897634767869,-0.04986591337698492,1551916539952796.0
0.9635249012317733,0.22028193004264165,-0.14334068882219422,-0.05048853942623513,1551916574373941.0
0.9612283345470654,0.2327151193344281,-0.13881411896711224,-0.051133380098450656,1551916606332900.0
0.9583264656866585,0.24293250946284564,-0.1424852952811051,-0.04787823192577727,1551916640751129.0
0.956625333893847,0.2467898980238031,-0.14715825709705105,-0.048034675957556526,1551916672709462.0
0.9553934161263923,0.25011889257601966,-0.14685188896504803,-0.055663908619927205,1551916707123421.0
0.954394600525775,0.25257878254316746,-0.14723685897034447,-0.0604669280702314,1551916739087587.0
0.953593299160415,0.25479807340211325,-0.15020788087394565,-0.05635136666315218,1551916773503941.0
0.9521198330444797,0.25963242206163795,-0.15319133948589944,-0.050905668501000305,1551916807920504.0
0.9498530695843614,0.26651421364245487,-0.15584133377005607,-0.049627315535529376,1551916839876129.0
0.9485108914320592,0.27068086037160516,-0.15699004325540789,-0.049123900089490365,1551916874298941.0
0.9482041452853911,0.27122879804389266,-0.15890377845478437,-0.045754434421782474,1551916906253785.0
0.946978501692538,0.27405220680646925,-0.16226782509491783,-0.04238216945180162,1551916940674879.0
0.9452699295747635,0.2799689183076527,-0.16151700794490292,-0.044659794976482224,1551916972634879.0
0.944094016472928,0.28508826846383933,-0.15824600050048376,-0.04867640813962562,1551917007051702.0
0.9441046549037817,0.28674926922248734,-0.154942520966532,-0.04933757208699734,1551917039006650.0
0.9440086003853344,0.28847245481609446,-0.151937849975831,-0.05046134918654683,1551917073429202.0
0.9435668796673756,0.2903604528403599,-0.15046190074154142,-0.0522846981277591,1551917107843837.0
0.9435100903444166,0.29089940527112446,-0.14900394444965356,-0.05444384483604993,1551917139801389.0
0.9430850866373249,0.2914144342616168,-0.14921282310986467,-0.05834104253329373,1551917174223056.0
0.942110019231256,0.2928075867218081,-0.14986543937828717,-0.06506045507362461,1551917206181962.0
0.9406709163946219,0.29545023707659457,-0.15142938995929997,-0.07011816731161025,1551917240603316.0
0.9398706762935592,0.29679580411998785,-0.15286969526587732,-0.07201464022584594,1551917272558785.0
0.94061591403809,0.2939378466991615,-0.15385099785937226,-0.07191683507226872,1551917306972327.0
0.9425980248819802,0.28845783727558344,-0.1527889526722596,-0.07040335880400939,1551917341387535.0
0.9431996319391843,0.28719065432155805,-0.1518084234017063,-0.06964296753396361,1551917373349202.0
0.9431866759207098,0.28854944935898214,-0.1501844708000131,-0.06769574803180455,1551917407767691.0
0.944191719308476,0.28687839087150574,-0.14898278497340292,-0.06329996905577853,1551917439726441.0
0.9461871794653198,0.2803562601076444,-0.15178856932473483,-0.05559170509272293,1551917474148577.0
0.9488506967627353,0.27092297611424476,-0.15461183807286494,-0.04876862413636687,1551917506107744.0
0.9511785624168513,0.26332263902309994,-0.15531398004863062,-0.04240418367054658,1551917540524514.0
0.9514026081157951,0.2608278597095238,-0.15950552009903227,-0.03688023470421171,1551917572484514.0
0.9513947914989997,0.2590094121627146,-0.16299514319055813,-0.034565771137172956,1551917606896546.0
0.9531008725356049,0.2528744525101917,-0.16218222553540831,-0.03674653833563534,1551917641319723.0
0.9559900151412654,0.24364232145412382,-0.15820130950854272,-0.041159261138719865,1551917673278941.0
0.958421017590746,0.23681731928465144,-0.15306674511920546,-0.04378656629206764,1551917707696025.0
0.9593757941433291,0.23356931663105007,-0.1522182040527452,-0.04327795847168299,1551917739657066.0
0.9603770434758159,0.22817758544003083,-0.15324957786793048,-0.04610286731028746,1551917774072744.0
0.9619923987924486,0.22227476615199532,-0.14964442647107823,-0.05264154240352749,1551917806032014.0
0.9625020412888018,0.22036392081326697,-0.1477271921892131,-0.05662484341088027,1551917840450764.0
0.9610798293852819,0.219033859488998,-0.15948192315759316,-0.053994614765942486,1551917872408733.0
0.9618337057966402,0.21035868729288737,-0.1657149011039669,-0.05624912454847946,1551917906822796.0
0.9642369629676881,0.1998234477261463,-0.1637825951389044,-0.05910243345842357,1551917941238004.0
0.96517866714959,0.19078007637049074,-0.17045780089529894,-0.05456484300608238,1551917973203212.0
0.9663504020992978,0.18003472952609556,-0.1777177987792892,-0.046593330659481506,1551918007621702.0
0.9673949822028367,0.1731488239860854,-0.18030476467157128,-0.04070372161958548,1551918039575244.0
0.9668587917495713,0.17155631156969992,-0.18619302260983595,-0.03293683846873455,1551918073998577.0
0.966658822857653,0.17040955924621184,-0.18923227878482474,-0.026881690576390564,1551918105957952.0
0.9677952800368969,0.16657874791609084,-0.1873296480491017,-0.023053501590221057,1551918140370504.0
0.9690184853837746,0.16122100828753935,-0.18630417469911656,-0.017374677169263084,1551918172334723.0
0.9705688467102853,0.1521370489045225,-0.1863485845597381,-0.011169041830551507,1551918206751546.0
0.972985914175366,0.14171274683637658,-0.1821056634428851,-0.0073106757952320755,1551918238706285.0
0.9760205176302916,0.13078827439398272,-0.17391921812280756,-0.005532309356825736,1551918273129306.0
0.9782258112699289,0.12026697011764548,-0.16911448073230378,-0.0032242367103391695,1551918307541598.0
0.9799141981422564,0.11009426544373788,-0.16627222046042195,-0.000989159873528755,1551918339500608.0
0.9817086293187544,0.0984274001514256,-0.16294908276989425,-0.002812960417838479,1551918373918264.0
0.9833390505247992,0.08597293099305418,-0.16000959140291832,-0.007063708812602656,1551918405878837.0
0.985401186252846,0.06947210920898872,-0.15489301159728586,-0.01290233515865972,1551918440296337.0
0.9859460872252452,0.05870767792382462,-0.15528793313384823,-0.01869440806645326,1551918472259254.0
0.9846223708425628,0.059394999277467,-0.16210715951723592,-0.026692721721226942,1551918506672952.0
0.983874865000915,0.05602952778011847,-0.16663036360452396,-0.03294508008926187,1551918538629254.0
0.9843584627327123,0.03586162615629456,-0.16847355465698916,-0.037000681150359496,1551918573055191.0
0.9846643215317716,0.014703471310938718,-0.1697964415292003,-0.0372731222934234,1551918607472379.0
0.9847086752598174,0.006886954344715849,-0.17033106914281454,-0.03589981285646912,1551918639430764.0
0.9845135258109029,0.005296992374386838,-0.1721585036464182,-0.03266090326678681,1551918673849306.0
0.9840228959825474,-0.0010802011412844384,-0.17613183942613145,-0.02598700102035182,1551918705808525.0
0.9835079129278878,-0.013401328496151414,-0.17943585200573944,-0.018315086660126004,1551918740225452.0
0.9832562777624323,-0.025383743728867453,-0.1799614657860439,-0.013294851372234072,1551918772185608.0
0.982956151685496,-0.03585591624071274,-0.18008904840952072,-0.008923601712613494,1551918806602327.0
0.9825998696029182,-0.04469257607466121,-0.18021119028624571,-0.004913547295441929,1551918838557848.0
0.9822952800679943,-0.05467045064638121,-0.1791844586410084,-0.00029998596668859095,1551918872975400.0
0.9818893711313469,-0.06530763847870139,-0.17781403415427277,0.0032180842634068852,1551918907395191.0
0.9817993104580537,-0.0736526161955782,-0.17493511758184274,0.006584580152169441,1551918939354983.0
0.9819920998687046,-0.0782510930241951,-0.17166571985611448,0.009970103226013615,1551918973773941.0
0.9818655461082119,-0.07970066948451712,-0.17150138248648744,0.013237741481120877,1551919005733264.0
0.9816383968544712,-0.07932178422000938,-0.17262624262191048,0.017155635262276325,1551919040147431.0
0.9825890316979551,-0.0782540390083425,-0.16742074081543304,0.019115744735440428,1551919072110400.0
0.9827073950296592,-0.08201919443357025,-0.1647298145200438,0.02057336240105076,1551919106528889.0
0.9812436588323072,-0.09261963529558069,-0.16720855271379087,0.024977652827109273,1551919138483421.0
0.9803762231001585,-0.10063893461522355,-0.1668144237750619,0.03012034018124287,1551919172900452.0
0.98080277507033,-0.09893978775344155,-0.1652764047965246,0.030343132207594912,1551919207323473.0
0.980684947374329,-0.09869184326332099,-0.1663590675017859,0.029012507980329665,1551919239277952.0
0.980563379732832,-0.10419954309474193,-0.1632438534782301,0.0314559581266309,1551919273700504.0
0.9805957429231611,-0.10777900812059683,-0.16016077027781073,0.03411968911683148,1551919305659775.0
0.9806068255952937,-0.10773353395781216,-0.1593042410909245,0.03776085451082915,1551919340070139.0
0.9813693965552205,-0.10674603885241153,-0.15470326023268266,0.03982835910069334,1551919372037327.0
0.9830759022210258,-0.10590998711765284,-0.14439989818047724,0.03864740037332582,1551919406453837.0
0.9846582662660086,-0.10495770897680048,-0.13406836921954768,0.03818007047100949,1551919440870504.0
0.9863308330234898,-0.10404504193618139,-0.12183949395738011,0.03848928717983122,1551919472831598.0
0.9880928989610398,-0.10205267582718441,-0.10840681004908428,0.03880273801824207,1551919507243994.0
0.9895716445062644,-0.09892513820403157,-0.09773881644590733,0.03753625858790329,1551919539203004.0
0.9911828396324089,-0.094452078124803,-0.08519169632766088,0.03711752982010707,1551919573626494.0
0.9920934267647747,-0.09008352256271224,-0.07856486245980572,0.03825123130194698,1551919605585504.0
0.992291621764537,-0.0880189244650035,-0.07714818508258454,0.0407205682237112,1551919639998473.0
0.9924285948058287,-0.08857495932146386,-0.07294581481237629,0.04380695332066556,1551919674420348.0
0.9928473418644043,-0.087559393869992,-0.06720073382980901,0.04551523190927133,1551919708836181.0
0.9929372658851212,-0.08517630851285561,-0.06631092894990728,0.049229533440118926,1551919743256389.0
0.9925443908651093,-0.08447872241075532,-0.06701445753066682,0.056816772398577825,1551919775211129.0
0.9922817735456487,-0.08579694900394097,-0.062175076036152924,0.06442170381319286,1551919809629150.0
0.9924595048574193,-0.08563283531509025,-0.05268596560839819,0.07010884786893112,1551919844052431.0
0.9928559486382956,-0.08269951440970379,-0.04443170531669682,0.07364635079160411,1551919876011025.0
0.9931904358277089,-0.0794408267856259,-0.03916327969138934,0.07568465851754295,1551919910423212.0
0.993504728829641,-0.07801900936931114,-0.03655783007063237,0.07433110857383014,1551919944837691.0
0.9935329826691254,-0.08069100788930542,-0.03592609806458959,0.07134791725526478,1551919979259358.0
0.9929379666738696,-0.08713195684730393,-0.03548998090148844,0.0722681191832059,1551920011223733.0
0.9925241438828727,-0.09220403413290215,-0.03504706437008311,0.07187469663877435,1551920045640660.0
0.9926359168989304,-0.0929833209820143,-0.033699986187648884,0.06994486259513606,1551920077600139.0
0.9926834680352994,-0.09256451729569286,-0.03150966676638618,0.07084141207772507,1551920112013004.0
0.9925508028175523,-0.09435385711872224,-0.03013257943311824,0.07093901692671019,1551920146431129.0
0.9924181190907322,-0.09534324824885788,-0.027536751822760323,0.07250949373067557,1551920178390816.0
0.9925336829011748,-0.09151944114117921,-0.02624371044405864,0.07623873556696792,1551920212812796.0
0.9928583786133249,-0.08562475312598782,-0.027010311283026552,0.07855741698630955,1551920244772171.0
0.9933185694681271,-0.07705080203705904,-0.0260318691662871,0.08187661005497351,1551920279186129.0
0.9937125634375745,-0.0646454035617717,-0.028534959031154227,0.08684496094708481,1551920311150816.0
0.9940770488937378,-0.053853443415616445,-0.03638795376723809,0.08710134452263033,1551920345568004.0
0.9942873035715591,-0.053681397222050835,-0.037503483872117514,0.08428869309492855,1551920379980452.0
0.9942695887120524,-0.05925820869703928,-0.03638198172868317,0.08119588882538832,1551920411944566.0
0.9941754346304184,-0.06211758260252504,-0.03998389190495152,0.07847369145569992,1551920446363473.0
0.9943459494989397,-0.0610021159683722,-0.044589233790801173,0.07461087416075571,1551920478317014.0
0.9941606307698156,-0.06293496963244498,-0.047092778170840614,0.07393417699606022,1551920512740348.0
0.99369848596579,-0.06600547551854735,-0.05198284351329455,0.07419251301608036,1551920544699723.0
0.9934426972078949,-0.06669413888773108,-0.05774582108389082,0.07272568966939576,1551920579112327.0
0.9935438245850976,-0.0654748711876972,-0.05955825728841793,0.07096911657863803,1551920611077119.0
0.9937217229746046,-0.06518662622604321,-0.05880460518040336,0.06935423971996754,1551920645494046.0
0.9935916194050781,-0.06691698861498035,-0.06013374179468145,0.06842330019057367,1551920677453941.0
